Nachbarschaft,Qualitaet,Zustand,Baujahr,Wohnflaeche,Zimmer,Kamine,Verkaufsjahr,Preis
Mitchel,5,5,1969,1360,8,1,2006,140000
NAmes,7,5,1968,2110,8,2,2010,244000
NAmes,5,6,1968,1056,6,1,2010,142000
Sawyer,4,5,1968,1768,8,0,2010,136500
Sawyer,5,8,1968,1060,6,1,2010,154000
Sawyer,5,5,1968,864,4,0,2010,137250
Sawyer,5,5,1968,1440,7,2,2010,163000
Edwards,5,6,1968,1196,6,0,2010,144000
NWAmes,6,6,1968,1556,8,0,2009,154000
NWAmes,6,7,1968,1489,7,1,2009,185750
NAmes,6,6,1968,2142,8,1,2009,193500
NAmes,6,3,1968,1392,5,2,2009,110000
ClearCr,5,8,1968,1473,5,2,2009,143000
Mitchel,5,7,1968,1008,6,0,2009,139500
Mitchel,5,6,1968,874,5,0,2009,130000
Sawyer,5,5,1968,890,5,0,2008,115000
NWAmes,6,5,1968,1740,8,1,2008,150000
NAmes,5,6,1968,1464,7,0,2008,141000
NWAmes,7,5,1968,1978,9,1,2008,176000
NAmes,5,6,1968,1044,5,1,2008,139000
Sawyer,5,5,1968,1211,5,1,2008,134000
Mitchel,5,6,1968,1160,6,0,2008,152500
NWAmes,6,6,1968,1743,7,1,2007,175000
Sawyer,5,7,1968,1040,5,0,2007,145000
NWAmes,6,6,1968,1152,7,0,2007,143450
NWAmes,6,5,1968,1295,6,0,2007,164000
NAmes,5,5,1968,1560,8,0,2007,126000
NAmes,6,6,1968,952,5,0,2007,128500
Sawyer,5,5,1968,948,6,0,2007,108000
Sawyer,5,5,1968,897,5,0,2007,115000
Sawyer,5,5,1968,894,5,1,2007,129000
Crawfor,6,6,1968,1488,7,2,2007,215000
Sawyer,5,6,1968,909,5,0,2006,116000
NWAmes,7,6,1968,1920,8,1,2006,170000
NWAmes,7,7,1968,2156,9,1,2006,262500
NWAmes,6,6,1968,1416,7,1,2006,179900
NWAmes,6,7,1968,2654,9,1,2006,250000
NAmes,5,5,1968,1051,6,0,2006,142000
NAmes,5,5,1968,1770,7,0,2006,155000
NAmes,6,7,1968,976,4,1,2006,157500
NAmes,5,5,1968,1052,5,0,2006,138500
NAmes,5,6,1968,898,6,0,2006,140000
Sawyer,5,5,1968,1159,7,1,2006,158000
Sawyer,5,6,1968,1721,7,1,2006,180000
ClearCr,6,5,1968,1388,6,1,2006,158900
Mitchel,5,7,1968,874,5,0,2006,126500
Sawyer,5,5,1967,900,5,0,2010,122000
NWAmes,6,6,1967,1829,8,0,2010,218500
NAmes,5,6,1967,1510,6,0,2010,178900
NAmes,7,7,1967,2978,11,1,2010,242000
Sawyer,4,3,1967,1832,8,0,2010,136000
Sawyer,5,5,1967,912,5,1,2010,125000
SWISU,4,6,1967,2650,10,0,2010,160000
NAmes,5,5,1967,892,5,0,2009,100000
NWAmes,6,7,1967,2640,8,1,2009,256900
NWAmes,6,5,1967,1724,7,1,2009,197900
NAmes,5,6,1967,864,5,0,2009,130000
NAmes,5,5,1967,1568,7,0,2009,143000
NWAmes,6,5,1967,1342,7,1,2009,161500
NAmes,6,5,1967,1691,5,0,2009,175000
NAmes,5,5,1967,1584,8,0,2009,124000
NAmes,6,4,1967,1040,6,1,2009,163000
Sawyer,5,6,1967,1052,6,1,2009,113500
Sawyer,5,7,1967,899,5,0,2009,130000
ClearCr,5,5,1967,2126,7,0,2009,185000
NWAmes,7,7,1967,1620,8,1,2008,215000
Sawyer,5,7,1967,992,6,0,2008,145000
Sawyer,5,7,1967,894,5,0,2008,130000
Sawyer,5,5,1967,1073,6,0,2008,120000
IDOTRR,5,5,1967,1656,7,1,2008,126000
Sawyer,5,6,1967,902,6,0,2007,125500
NAmes,5,6,1967,1107,5,0,2007,127000
NAmes,5,5,1967,1214,5,1,2007,143000
Sawyer,5,5,1967,943,5,0,2007,134500
Edwards,5,5,1967,936,4,1,2007,118500
Mitchel,5,4,1967,1632,8,0,2007,143000
NAmes,5,7,1967,1387,6,1,2006,145000
NAmes,5,5,1967,900,6,1,2006,123000
Sawyer,5,6,1967,941,6,1,2006,129200
NWAmes,7,6,1967,1334,7,0,2006,164500
NAmes,5,5,1967,980,6,0,2006,135500
NAmes,5,7,1967,1141,6,0,2006,158000
NAmes,5,5,1967,1584,8,0,2006,119000
Sawyer,4,5,1967,1296,6,0,2006,90000
Sawyer,5,6,1967,1064,6,1,2006,153600
Sawyer,5,5,1967,1458,7,1,2006,165000
ClearCr,7,6,1967,1830,6,2,2006,278000
NAmes,5,5,1966,1232,6,0,2010,142250
NAmes,5,5,1966,1209,6,0,2010,159000
NAmes,6,8,1966,1128,5,1,2010,178000
NAmes,6,6,1966,1888,6,1,2010,190000
NAmes,6,5,1966,1839,7,1,2010,155000
Sawyer,5,7,1966,892,5,0,2010,137900
NAmes,5,7,1966,1120,5,1,2009,148800
NAmes,5,6,1966,1154,6,1,2009,154000
NAmes,6,8,1966,1567,5,2,2009,256000
NAmes,5,5,1966,892,5,0,2008,110000
NWAmes,6,8,1966,1632,7,0,2008,173000
NAmes,6,7,1966,1165,6,0,2008,174900
NAmes,6,7,1966,1988,9,1,2008,227000
Sawyer,5,7,1966,904,6,0,2008,109900
Sawyer,5,6,1966,1228,6,0,2008,149350
ClearCr,6,6,1966,1643,6,1,2008,195000
Edwards,5,5,1966,1092,6,0,2008,123000
NAmes,5,6,1966,988,5,0,2007,129250
NWAmes,6,7,1966,1093,6,1,2007,158500
NAmes,7,6,1966,1200,6,1,2007,163500
NAmes,5,6,1966,1280,6,1,2007,175000
Sawyer,5,4,1966,1040,6,0,2007,123000
Sawyer,6,5,1966,913,6,0,2007,129000
Sawyer,5,5,1966,894,5,0,2007,125000
Sawyer,5,7,1966,955,6,0,2007,127000
Sawyer,5,7,1966,912,6,0,2007,129000
ClearCr,6,8,1966,2087,9,0,2007,187500
SawyerW,4,4,1966,1056,5,0,2006,107000
NAmes,5,5,1966,1051,6,0,2006,124400
NAmes,7,6,1966,2157,8,2,2006,226000
NAmes,5,5,1966,1086,6,1,2006,159950
NAmes,6,5,1966,1348,6,1,2006,155000
Sawyer,5,6,1966,1320,6,2,2006,164500
Sawyer,5,6,1966,1059,6,0,2006,142500
Edwards,6,7,1966,2201,8,1,2006,274970
Sawyer,5,8,1965,894,5,1,2010,138500
Sawyer,5,4,1965,1039,6,0,2010,131500
Edwards,5,5,1965,1664,8,0,2010,100000
Mitchel,5,5,1965,1264,7,1,2010,169000
Sawyer,5,5,1965,1020,5,0,2009,124100
Sawyer,5,5,1965,864,5,1,2009,62383
NAmes,5,6,1965,925,5,0,2009,117500
NAmes,5,6,1965,2140,7,1,2009,177500
NAmes,7,6,1965,1986,7,3,2009,205000
Timber,7,5,1965,2036,8,2,2009,375000
NWAmes,5,6,1965,1625,8,0,2008,140500
NAmes,5,8,1965,912,5,0,2008,147000
NAmes,5,7,1965,925,5,0,2008,135000
NAmes,5,5,1965,1728,10,0,2008,145000
NAmes,5,5,1965,1728,10,0,2008,142600
NAmes,6,6,1965,1136,5,1,2008,140000
NAmes,5,8,1965,1265,6,1,2008,179900
NAmes,7,6,1965,1820,8,2,2008,201800
Sawyer,5,5,1965,1040,5,0,2008,129500
Edwards,5,6,1965,1256,6,0,2008,147500
Timber,5,6,1965,1786,7,2,2008,228950
NAmes,5,7,1965,1073,6,0,2007,156000
NAmes,6,5,1965,1042,5,0,2007,161000
NAmes,6,5,1965,2380,7,1,2007,129000
Edwards,5,7,1965,1214,6,0,2007,140000
Edwards,4,5,1965,960,6,0,2007,94750
SawyerW,5,5,1965,965,6,0,2006,119900
Sawyer,5,5,1965,984,5,0,2006,126000
Sawyer,5,6,1965,1024,5,0,2006,120875
Sawyer,5,6,1965,935,5,0,2006,137000
NAmes,5,8,1965,1200,6,0,2006,146000
NAmes,6,7,1965,1565,7,2,2006,185900
NAmes,6,5,1965,1324,6,1,2006,160000
Sawyer,4,9,1965,960,3,0,2006,145000
NAmes,6,5,1964,1775,8,0,2010,136300
NAmes,5,7,1964,1152,6,1,2010,180500
Edwards,5,3,1964,1298,5,0,2010,114000
NAmes,6,6,1964,1516,6,0,2009,167000
NAmes,5,5,1964,1292,6,2,2009,145100
NAmes,6,6,1964,1445,7,1,2009,158000
NAmes,6,5,1964,1806,8,0,2009,144750
Edwards,5,7,1964,1486,7,0,2009,167000
NAmes,6,5,1964,1425,7,1,2008,180500
NAmes,6,7,1964,1092,6,0,2008,145000
NAmes,6,5,1964,1350,6,0,2008,168500
NAmes,6,6,1964,1611,7,0,2008,167900
Mitchel,4,5,1964,1200,6,0,2008,173000
Gilbert,6,6,1964,1128,6,1,2007,154204
NAmes,5,4,1964,1728,10,0,2007,119000
NAmes,4,5,1964,1224,8,0,2007,103000
NAmes,6,7,1964,1302,7,0,2007,158000
NAmes,6,7,1964,2154,8,1,2007,224500
NAmes,6,5,1964,1374,7,1,2007,147000
NAmes,6,6,1964,1977,9,1,2007,165000
NAmes,6,8,1964,1851,7,1,2007,187000
Sawyer,5,5,1964,1452,6,1,2007,158450
Sawyer,4,3,1964,1005,5,0,2007,115400
Sawyer,5,8,1964,1020,5,1,2007,165000
Sawyer,5,6,1964,912,6,0,2006,124000
NAmes,6,6,1964,1251,6,2,2006,160000
NAmes,6,6,1964,1488,7,1,2006,167000
NAmes,5,6,1964,1440,7,1,2006,157500
NAmes,6,5,1964,1246,6,2,2006,172000
NAmes,5,5,1964,912,5,0,2006,115000
Sawyer,6,5,1964,1921,8,0,2006,150000
Sawyer,6,7,1964,934,4,0,2006,132000
ClearCr,5,5,1964,1582,7,0,2006,190000
Sawyer,5,5,1963,1040,5,0,2010,133000
NWAmes,6,5,1963,1328,6,2,2010,143000
NAmes,6,7,1963,1054,6,0,2010,137500
NAmes,6,7,1963,1395,7,1,2010,192000
IDOTRR,5,5,1963,816,5,0,2010,110000
Sawyer,5,8,1963,912,6,0,2009,129000
NAmes,6,5,1963,1394,6,2,2009,159000
NAmes,6,7,1963,1380,6,0,2009,154000
NAmes,6,6,1963,1045,6,1,2009,127000
Sawyer,5,6,1963,1464,6,1,2009,175000
Sawyer,5,6,1963,1121,5,0,2009,139000
Sawyer,5,5,1963,984,5,1,2008,128000
Sawyer,5,5,1963,864,5,0,2008,119916
NAmes,5,6,1963,1128,6,0,2008,155000
NAmes,5,5,1963,1144,6,0,2008,124000
NAmes,6,5,1963,1796,8,1,2008,140000
NAmes,5,5,1963,1117,6,0,2008,136870
Sawyer,5,6,1963,1075,6,0,2008,148000
Sawyer,5,8,1963,960,6,0,2008,144900
Sawyer,5,6,1963,970,5,0,2007,132500
NWAmes,6,5,1963,1052,6,0,2007,127000
NAmes,5,7,1963,1053,6,0,2007,142100
NAmes,7,5,1963,1651,6,2,2007,172000
IDOTRR,6,6,1963,2294,9,1,2007,202500
Sawyer,5,5,1963,999,6,0,2007,130000
Edwards,4,6,1963,1088,4,0,2007,110000
Timber,5,4,1963,1572,5,2,2007,186700
Mitchel,4,5,1963,1040,5,0,2007,132250
Sawyer,5,5,1963,1728,10,0,2006,125000
Sawyer,5,6,1963,925,5,0,2006,133500
NAmes,6,7,1963,1008,5,0,2006,135000
NAmes,6,5,1963,1146,6,1,2006,165000
Sawyer,4,5,1963,1382,6,1,2006,148000
Sawyer,6,8,1963,1068,6,0,2006,154500
ClearCr,5,6,1963,1000,4,2,2006,164000
Sawyer,5,8,1962,1040,6,0,2010,127000
NAmes,5,6,1962,1728,10,0,2010,84900
NAmes,6,6,1962,1116,5,0,2010,160000
Mitchel,5,7,1962,1188,6,0,2010,157900
Sawyer,5,5,1962,980,5,0,2009,110000
Sawyer,5,6,1962,912,6,0,2009,123000
NAmes,6,5,1962,1382,6,1,2009,176000
NAmes,5,5,1962,894,5,0,2009,109500
Sawyer,5,5,1962,1092,6,1,2009,139000
Sawyer,5,6,1962,912,4,0,2008,144000
NAmes,6,9,1962,1537,7,1,2008,174000
NAmes,6,5,1962,1431,6,1,2008,165000
NAmes,5,7,1962,1283,6,0,2008,140000
NAmes,6,6,1962,1716,8,1,2008,171000
NAmes,5,5,1962,1027,6,0,2008,125900
Edwards,6,8,1962,1269,7,0,2008,134500
Sawyer,5,5,1962,1057,6,0,2007,132000
Sawyer,5,7,1962,999,6,0,2007,132500
Sawyer,5,5,1962,1696,8,1,2007,143900
NAmes,4,5,1962,1224,6,0,2007,101800
NAmes,5,5,1962,1812,8,1,2007,169500
NAmes,5,5,1962,864,5,0,2007,125500
NAmes,5,5,1962,936,6,1,2007,130000
Sawyer,5,4,1962,988,6,0,2006,129500
Sawyer,5,6,1962,1211,6,1,2006,144000
NAmes,5,6,1962,1190,6,0,2006,132500
NAmes,6,7,1962,1734,7,1,2006,159000
NAmes,6,5,1962,1207,6,0,2006,147000
NAmes,7,8,1962,2448,9,2,2006,277500
NAmes,5,5,1962,999,6,0,2006,134500
NAmes,7,6,1962,1045,6,0,2006,120000
NAmes,5,6,1962,864,5,0,2006,105000
NAmes,5,5,1962,1025,6,0,2006,124000
OldTown,6,5,1962,2486,8,1,2006,220000
Edwards,5,5,1962,1560,6,1,2006,182000
NAmes,5,6,1961,896,5,0,2010,105000
Sawyer,5,7,1961,1155,6,0,2010,148000
Sawyer,5,6,1961,864,5,0,2009,141000
Sawyer,5,5,1961,864,5,0,2009,122000
Sawyer,5,6,1961,1144,6,1,2009,131400
NAmes,5,6,1961,1313,6,1,2009,153000
NAmes,6,6,1961,1576,7,1,2009,174500
NAmes,6,6,1961,1453,6,1,2009,187500
Sawyer,5,5,1961,1774,8,1,2009,165000
Sawyer,5,8,1961,864,5,1,2008,135000
Sawyer,6,8,1961,912,5,0,2008,142000
NAmes,7,9,1961,999,6,0,2008,178400
NAmes,5,5,1961,1114,5,0,2008,140000
NAmes,6,5,1961,1362,6,1,2008,163000
NAmes,5,6,1961,1144,6,0,2008,139950
NAmes,5,5,1961,1800,10,0,2008,130000
NAmes,4,7,1961,914,4,0,2007,128000
Sawyer,4,5,1961,1120,5,0,2007,129000
Sawyer,5,5,1961,988,5,0,2007,128500
NAmes,5,5,1961,1187,6,1,2007,140500
NAmes,5,7,1961,964,5,1,2007,137500
NAmes,6,5,1961,1254,6,1,2007,158500
NAmes,5,7,1961,888,5,0,2007,120000
NAmes,5,4,1961,1800,10,0,2007,141000
NAmes,5,6,1961,925,7,0,2007,99000
Sawyer,4,5,1961,1029,5,0,2007,118500
Mitchel,4,4,1961,1622,7,1,2007,168000
Mitchel,4,3,1961,1608,6,0,2007,80000
Sawyer,5,7,1961,1236,6,1,2006,135000
NAmes,5,6,1961,1050,6,0,2006,136500
NAmes,5,6,1961,1433,7,1,2006,161000
NAmes,5,3,1961,1235,6,0,2006,98600
NAmes,6,6,1961,1773,6,2,2006,183000
NAmes,5,4,1961,1150,6,0,2006,146000
NAmes,6,5,1960,1656,7,2,2010,215000
NAmes,5,5,1960,2274,12,0,2010,154300
NAmes,5,5,1960,1264,6,2,2010,167500
NAmes,5,6,1960,1175,6,0,2010,148000
NAmes,4,7,1960,894,5,1,2009,141500
NAmes,7,6,1960,1329,5,2,2009,176000
NAmes,6,5,1960,1478,6,2,2009,157500
Sawyer,6,5,1960,1138,6,1,2009,148000
Edwards,4,6,1960,1149,7,0,2009,127000
Crawfor,5,4,1960,1273,5,0,2009,155000
Crawfor,6,6,1960,1561,6,1,2009,193000
Mitchel,5,4,1960,1771,9,1,2009,115000
NAmes,4,5,1960,1100,6,1,2008,141000
NAmes,5,7,1960,1118,6,0,2008,153000
NAmes,5,6,1960,1496,6,0,2008,141500
NAmes,6,5,1960,1253,5,1,2008,157000
NAmes,6,6,1960,1081,5,0,2008,148000
NAmes,7,7,1960,2069,9,1,2008,242000
NAmes,5,5,1960,1507,7,0,2008,127000
NAmes,5,6,1960,1269,6,1,2008,155000
ClearCr,6,7,1960,1252,4,1,2008,235000
ClearCr,5,3,1960,1721,7,2,2008,145000
NAmes,5,5,1960,1422,6,1,2007,139900
NAmes,6,8,1960,958,5,0,2007,151500
NAmes,5,5,1960,1065,6,0,2007,126500
NAmes,5,7,1960,894,5,0,2007,117600
NAmes,6,6,1960,1429,7,2,2007,181900
NAmes,5,5,1960,1144,6,1,2007,120000
NAmes,5,7,1960,1134,6,0,2007,135000
NAmes,5,5,1960,1242,6,0,2007,152000
NAmes,5,5,1960,1377,6,2,2007,156500
Edwards,6,6,1960,1179,5,0,2007,110000
Crawfor,6,4,1960,1560,6,3,2007,201000
NAmes,5,7,1960,1248,6,0,2006,151500
NAmes,6,5,1960,1383,7,0,2006,145250
NAmes,5,5,1960,1556,8,0,2006,119000
Mitchel,5,7,1960,1224,7,1,2006,131000
NAmes,4,5,1959,1225,6,0,2010,128950
NAmes,5,5,1959,1143,6,0,2010,136000
NAmes,5,5,1959,1700,6,1,2010,165500
NAmes,6,6,1959,1194,6,0,2010,148000
NAmes,5,5,1959,1188,6,0,2010,142000
NAmes,5,5,1959,1206,6,0,2010,108538
NAmes,6,5,1959,1580,6,2,2010,159500
NAmes,5,7,1959,1287,7,1,2010,162000
NAmes,5,7,1959,1246,6,0,2010,154000
ClearCr,5,5,1959,1675,8,2,2010,173000
Crawfor,7,8,1959,1902,7,2,2010,335000
Crawfor,7,8,1959,1801,6,2,2010,289000
NAmes,5,7,1959,864,5,0,2009,118000
NAmes,6,6,1959,864,5,0,2009,127500
NAmes,5,6,1959,1041,6,0,2009,124500
NAmes,6,8,1959,988,6,0,2009,149500
NAmes,5,5,1959,1183,6,0,2009,138000
NAmes,5,5,1959,1148,6,0,2009,132500
Edwards,4,5,1959,876,5,0,2009,85000
Edwards,5,5,1959,1678,10,0,2009,119900
NAmes,5,7,1959,1053,5,0,2008,145500
NAmes,6,6,1959,1252,7,0,2008,142000
NAmes,5,7,1959,1440,7,0,2008,185000
NAmes,5,6,1959,1256,6,0,2008,159000
OldTown,5,6,1959,984,5,0,2008,110000
ClearCr,4,4,1959,1588,7,1,2008,134432
Sawyer,5,3,1959,1006,5,0,2008,80000
Edwards,6,7,1959,1357,5,1,2008,177000
Edwards,5,7,1959,3820,11,2,2008,284700
NAmes,5,7,1959,882,5,0,2007,106500
NAmes,6,7,1959,1652,6,1,2007,200000
NAmes,5,6,1959,1327,7,0,2007,150750
NAmes,5,7,1959,1040,6,0,2007,152000
Edwards,5,7,1959,960,4,0,2007,131750
Timber,5,6,1959,1328,5,2,2007,170000
NAmes,5,5,1959,1712,8,0,2006,145000
NAmes,5,6,1959,1144,6,1,2006,143000
NAmes,6,6,1959,1194,6,1,2006,159500
NAmes,6,6,1959,864,4,0,2006,120000
NAmes,7,5,1959,1472,5,1,2006,157500
NAmes,5,5,1959,1040,6,0,2006,133700
NAmes,5,6,1959,1150,6,0,2006,141000
Edwards,5,4,1959,1466,6,2,2006,149900
NAmes,6,6,1958,1329,6,0,2010,172000
BrkSide,5,7,1958,858,4,0,2010,116500
NAmes,5,5,1958,1604,8,0,2010,135000
NAmes,5,5,1958,988,5,0,2010,119000
Edwards,4,5,1958,960,5,0,2010,90000
NAmes,5,5,1958,1776,9,0,2009,110000
NAmes,6,6,1958,1632,6,1,2009,139000
NAmes,6,7,1958,1215,6,0,2009,155000
NAmes,5,4,1958,1866,8,0,2009,135000
OldTown,3,5,1958,792,4,0,2009,99900
NAmes,6,9,1958,951,6,0,2009,143500
NAmes,6,6,1958,1142,5,1,2009,113500
NAmes,5,6,1958,1041,6,0,2009,128000
NAmes,5,6,1958,1339,6,0,2009,139000
Edwards,5,3,1958,1276,5,0,2009,60000
Timber,6,6,1958,1344,7,1,2009,137500
NAmes,6,8,1958,1414,6,1,2008,176500
NAmes,6,6,1958,1261,6,1,2008,163000
NAmes,6,6,1958,1570,5,1,2008,166800
NAmes,6,7,1958,1080,5,0,2008,136000
NAmes,7,7,1958,1312,6,1,2008,186000
OldTown,4,6,1958,1093,5,0,2008,115500
Sawyer,5,6,1958,1601,6,0,2008,140000
IDOTRR,5,5,1958,1955,7,0,2008,165500
NAmes,5,5,1958,1344,6,1,2007,144000
NAmes,6,8,1958,1138,6,0,2007,145000
NAmes,5,7,1958,912,5,0,2007,120000
BrkSide,5,8,1958,808,5,0,2007,112000
NAmes,5,5,1958,912,5,0,2007,114500
NAmes,5,5,1958,1524,7,0,2007,144000
NAmes,5,6,1958,1056,6,0,2007,139000
NAmes,6,6,1958,1442,7,0,2007,157900
NAmes,5,5,1958,1560,8,0,2007,128600
NAmes,5,6,1958,1170,6,1,2007,140000
IDOTRR,4,6,1958,1315,5,0,2007,99500
Sawyer,5,6,1958,1176,6,2,2007,137000
SWISU,5,5,1958,864,6,0,2007,118000
Edwards,4,5,1958,943,5,0,2007,80000
ClearCr,6,7,1958,2144,7,2,2007,277000
Timber,6,8,1958,2279,7,1,2007,257000
NAmes,5,5,1958,864,5,0,2006,129900
NAmes,6,5,1958,1095,6,0,2006,140000
NAmes,5,7,1958,1053,6,0,2006,150000
NAmes,6,6,1958,1336,7,1,2006,162000
OldTown,5,5,1958,960,5,0,2006,125000
ClearCr,5,4,1958,1352,6,0,2006,130000
Sawyer,5,5,1958,1920,8,1,2006,172500
Timber,6,5,1958,1650,6,2,2006,250764
NAmes,5,6,1957,1314,5,0,2010,145000
OldTown,5,7,1957,1347,6,0,2010,143000
OldTown,6,7,1957,1236,6,0,2010,149700
Sawyer,5,6,1957,1392,5,1,2010,121500
Edwards,5,6,1957,1526,7,1,2010,144500
NAmes,4,5,1957,1362,6,1,2009,140000
NAmes,6,3,1957,1478,6,2,2009,156500
NAmes,6,6,1957,1105,5,0,2009,135000
NAmes,5,7,1957,1306,5,0,2009,153000
ClearCr,4,5,1957,1788,8,2,2009,161500
Edwards,4,3,1957,845,5,0,2009,84000
NAmes,4,6,1957,907,5,0,2008,109008
NAmes,5,4,1957,1176,6,2,2008,136500
NAmes,6,5,1957,1392,6,2,2008,166000
NAmes,6,5,1957,1790,6,2,2008,180000
NAmes,5,3,1957,1764,7,1,2008,100000
NAmes,5,5,1957,1824,9,0,2008,146000
OldTown,5,6,1957,928,5,0,2008,112500
NAmes,6,7,1957,936,4,0,2007,141000
NAmes,6,6,1957,1244,6,2,2007,150000
NAmes,6,6,1957,1721,8,3,2007,174850
NAmes,5,5,1957,922,5,0,2007,116000
Edwards,5,6,1957,1340,7,1,2007,120000
Crawfor,6,7,1957,1839,7,2,2007,257500
Crawfor,6,3,1957,2515,9,2,2007,200624
IDOTRR,4,6,1957,1073,6,0,2007,140000
NAmes,5,5,1957,1797,7,1,2006,169000
NAmes,6,6,1957,1390,4,2,2006,252000
NAmes,5,5,1957,1364,6,1,2006,132000
NAmes,5,5,1957,1092,6,1,2006,141000
NAmes,5,6,1957,1236,6,1,2006,134450
NAmes,5,7,1957,816,5,0,2006,129900
NAmes,5,6,1957,1600,6,2,2006,207500
Sawyer,5,4,1957,1803,8,1,2006,155000
IDOTRR,6,5,1957,1638,6,0,2006,139000
NAmes,4,5,1956,1337,5,0,2010,108000
NAmes,5,7,1956,936,4,0,2010,129000
Edwards,5,6,1956,1144,6,0,2010,129000
NAmes,6,5,1956,882,5,0,2009,124500
NAmes,5,6,1956,1728,7,1,2009,177625
NAmes,5,6,1956,1050,5,0,2009,128900
NAmes,5,7,1956,1144,6,0,2009,150000
NAmes,5,5,1956,1202,6,0,2009,120000
NAmes,4,5,1956,1200,6,2,2009,144000
ClearCr,5,5,1956,2071,9,1,2009,165000
Edwards,4,6,1956,1229,6,0,2009,135000
Edwards,6,5,1956,1689,7,1,2009,127500
Edwards,5,5,1956,1073,5,0,2009,121500
Edwards,5,5,1956,1560,7,1,2009,103500
Edwards,4,3,1956,960,5,0,2009,112000
NAmes,5,5,1956,1014,6,0,2008,98000
NAmes,4,7,1956,952,4,0,2008,135750
NAmes,6,5,1956,1196,6,1,2008,139000
NAmes,5,5,1956,1104,5,0,2008,133000
OldTown,5,5,1956,882,4,0,2008,97000
Sawyer,6,8,1956,1188,4,1,2008,185000
Edwards,5,6,1956,1509,6,1,2008,159900
Crawfor,5,5,1956,1898,7,2,2008,236500
NAmes,5,5,1956,1074,6,1,2007,124000
NAmes,5,6,1956,1008,6,0,2007,131000
NAmes,5,5,1956,1048,6,0,2007,135000
NAmes,5,8,1956,925,5,0,2007,127000
NAmes,5,7,1956,928,4,0,2007,132000
OldTown,4,6,1956,882,4,0,2007,103200
OldTown,4,6,1956,968,5,0,2007,104500
Sawyer,5,5,1956,1375,6,1,2007,187000
NAmes,6,6,1956,1024,5,2,2006,157500
NAmes,5,6,1956,1370,6,1,2006,148000
NAmes,6,6,1956,1124,6,1,2006,153000
NAmes,5,7,1956,1145,6,0,2006,127000
NAmes,5,5,1956,1005,6,1,2006,133500
NAmes,5,5,1956,1384,6,0,2006,159000
Sawyer,5,6,1956,1437,6,1,2006,168000
Crawfor,6,7,1956,1811,6,1,2006,230000
NAmes,6,6,1955,1520,7,2,2010,153000
NAmes,5,6,1955,972,5,0,2010,122500
NAmes,5,7,1955,827,5,1,2010,107500
NAmes,5,5,1955,960,5,0,2009,122000
NAmes,5,5,1955,1382,6,0,2009,153000
NAmes,4,5,1955,1005,5,1,2009,115000
ClearCr,5,5,1955,1867,7,3,2009,190000
Edwards,3,5,1955,1733,8,1,2009,139600
NAmes,6,6,1955,1661,8,1,2008,165500
NAmes,5,7,1955,1098,6,0,2008,135000
NAmes,5,6,1955,1588,6,0,2008,150000
OldTown,5,7,1955,825,4,0,2008,125000
Edwards,4,5,1955,1152,6,0,2008,82000
Edwards,4,5,1955,1152,6,0,2008,82000
Edwards,4,4,1955,1440,8,0,2008,118000
Edwards,4,5,1955,1152,6,0,2008,82500
Edwards,4,5,1955,784,4,0,2008,91900
Edwards,5,7,1955,1393,8,0,2008,135500
NAmes,5,6,1955,1150,6,0,2007,144000
NAmes,5,6,1955,1411,7,1,2007,130000
NAmes,5,5,1955,1216,5,0,2007,129500
NAmes,5,5,1955,1360,6,1,2007,130000
NAmes,4,4,1955,1540,7,0,2007,115000
NAmes,5,5,1955,925,5,2,2007,116900
Edwards,4,3,1955,1152,6,0,2007,61500
Edwards,4,5,1955,768,4,1,2007,125000
Edwards,4,5,1955,864,5,0,2007,79275
Gilbert,5,5,1955,1056,5,0,2006,145000
NAmes,5,6,1955,1056,6,0,2006,125000
OldTown,5,7,1955,960,5,0,2006,135500
OldTown,3,8,1955,1163,6,0,2006,126175
Sawyer,5,4,1955,1779,6,1,2006,170000
Edwards,5,8,1955,1057,6,0,2006,137000
Edwards,5,7,1955,864,5,0,2006,115000
NAmes,5,5,1954,1063,6,0,2010,128000
NAmes,5,6,1954,1268,7,1,2010,132000
NAmes,5,7,1954,1086,6,0,2010,144900
Edwards,5,7,1954,1172,5,0,2010,128000
Edwards,5,6,1954,992,6,0,2010,155891
NAmes,5,6,1954,1297,5,1,2009,153000
NAmes,6,7,1954,1062,6,0,2009,131000
OldTown,5,4,1954,1387,7,0,2009,93000
Edwards,4,5,1954,1383,6,0,2009,122000
Edwards,5,6,1954,1089,5,1,2009,125000
Crawfor,5,6,1954,1112,6,1,2009,144800
Crawfor,6,5,1954,1906,6,2,2009,224000
NAmes,6,7,1954,984,4,0,2008,112500
NAmes,6,6,1954,832,4,0,2008,105500
NAmes,6,5,1954,1278,6,0,2008,127500
NAmes,5,7,1954,825,4,0,2008,109500
OldTown,4,7,1954,901,4,0,2008,107900
OldTown,5,5,1954,1795,7,0,2008,131500
Sawyer,5,5,1954,1383,6,1,2008,165000
ClearCr,7,7,1954,1363,5,2,2008,241500
ClearCr,4,6,1954,1663,6,2,2008,256000
Edwards,4,6,1954,1470,7,0,2008,135000
Edwards,4,6,1954,1204,6,0,2008,100000
Crawfor,6,7,1954,1640,7,1,2008,224000
Mitchel,5,5,1954,988,4,0,2008,113000
NAmes,5,7,1954,1056,6,0,2007,139400
